1 ; Max Aarons ; ENG ; DF ; Norwich City ; Premier League ; 22 ; 2000 ; 34 ; 32
2420 ; Dane Scarlett ; ENG ; MF ; Tottenham ; Premier League ; 18 ; 2004 ; 1 ; 0
2421 ; Kevin Schade ; GER ; FWMF ; Freiburg ; Bundesliga ; 20 ; 2001 ; 21 ; 7
2422 ; András Schäfer ; HUN ; MF ; Union Berlin ; Bundesliga ; 23 ; 1999 ; 8 ; 1
2423 ; Fabian Schär ; SUI ; DF ; Newcastle Utd ; Premier League ; 30 ; 1991 ; 25 ; 25
2424 ; Louis Schaub ; AUT ; MFFW ; Köln ; Bundesliga ; 27 ; 1994 ; 28 ; 6
2425 ; Andrea Schiavone ; ITA ; MF ; Salernitana ; Serie A ; 29 ; 1993 ; 14 ; 5
2426 ; Patrik Schick ; CZE ; FW ; Leverkusen ; Bundesliga ; 26 ; 1996 ; 27 ; 26
2427 ; Kingsley Schindler ; GER ; DFMF ; Köln ; Bundesliga ; 28 ; 1993 ; 18 ; 1
2428 ; Xaver Schlager ; AUT ; MF ; Wolfsburg ; Bundesliga ; 24 ; 1997 ; 14 ; 13
2429 ; Keven Schlotterbeck ; GER ; DF ; Freiburg ; Bundesliga ; 25 ; 1997 ; 12 ; 3
2430 ; Nico Schlotterbeck ; GER ; DF ; Freiburg ; Bundesliga ; 22 ; 1999 ; 32 ; 32
2431 ; Jeffrey Schlupp ; GHA ; MFFW ; Crystal Palace ; Premier League ; 29 ; 1992 ; 32 ; 20
2432 ; Kasper Schmeichel ; DEN ; GK ; Leicester City ; Premier League ; 35 ; 1986 ; 37 ; 37
2433 ; Jonathan Schmid ; FRA ; DF ; Freiburg ; Bundesliga ; 31 ; 1990 ; 13 ; 6
2434 ; Benno Schmitz ; GER ; DF ; Köln ; Bundesliga ; 27 ; 1994 ; 31 ; 29
2435 ; David Schnegg ; AUT ; DF ; Venezia ; Serie A ; 23 ; 1998 ; 4 ; 2
2436 ; Morgan Schneiderlin ; FRA ; MF ; Nice ; Ligue 1 ; 32 ; 1989 ; 20 ; 5
2437 ; Alessandro Schöpf ; AUT ; MF ; Arminia ; Bundesliga ; 28 ; 1994 ; 31 ; 27
2438 ; Jerdy Schouten ; NED ; MF ; Bologna ; Serie A ; 25 ; 1997 ; 17 ; 16
2439 ; Nico Schulz ; GER ; DF ; Dortmund ; Bundesliga ; 29 ; 1993 ; 16 ; 9
2440 ; Marvin Schwäbe ; GER ; GK ; Köln ; Bundesliga ; 27 ; 1995 ; 21 ; 21
2441 ; Alexander Schwolow ; GER ; GK ; Hertha BSC ; Bundesliga ; 29 ; 1992 ; 25 ; 25
2442 ; Valentino Scotta ; ESP ; DF ; Sevilla ; La Liga ; 20 ; 2001 ; 1 ; 0
2443 ; Demba Seck ; SEN ; FWMF ; Torino ; Serie A ; 21 ; 2001 ; 6 ; 1
2444 ; Aleksandar Sedlar ; SRB ; DFMF ; Mallorca ; La Liga ; 30 ; 1991 ; 10 ; 3
2445 ; Paul Seguin ; GER ; MF ; Greuther Fürth ; Bundesliga ; 27 ; 1995 ; 27 ; 23
2446 ; Alidu Seidu ; CIV ; DF ; Clermont Foot ; Ligue 1 ; 21 ; 2000 ; 21 ; 16
2447 ; Davie Selke ; GER ; FW ; Hertha BSC ; Bundesliga ; 27 ; 1995 ; 25 ; 10
2448 ; Matz Sels ; BEL ; GK ; Strasbourg ; Ligue 1 ; 30 ; 1992 ; 37 ; 37
2449 ; Ken Sema ; SWE ; MFFW ; Watford ; Premier League ; 28 ; 1993 ; 18 ; 7
2450 ; Nélson Semedo ; POR ; DF ; Wolves ; Premier League ; 28 ; 1993 ; 25 ; 25
2451 ; Lion Semi? ; GER ; DF ; Dortmund ; Bundesliga ; 18 ; 2003 ; 1 ; 0
2452 ; Adrian Šemper ; CRO ; GK ; Genoa ; Serie A ; 24 ; 1998 ; 1 ; 1
2453 ; Stefano Sensi ; ITA ; MF ; Inter ; Serie A ; 26 ; 1995 ; 9 ; 1
2454 ; Stefano Sensi ; ITA ; MF ; Sampdoria ; Serie A ; 26 ; 1995 ; 11 ; 10
2455 ; Luigi Sepe ; ITA ; GK ; Salernitana ; Serie A ; 31 ; 1991 ; 16 ; 16
2456 ; Suat Serdar ; GER ; MFFW ; Hertha BSC ; Bundesliga ; 25 ; 1997 ; 30 ; 27
2457 ; Laurens Serpe ; ITA ; DF ; Genoa ; Serie A ; 21 ; 2001 ; 1 ; 0
2458 ; Janni Serra ; GER ; FW ; Arminia ; Bundesliga ; 24 ; 1998 ; 26 ; 15
2459 ; Javier Serrano ; ESP ; MF ; Atlético Madrid ; La Liga ; 19 ; 2003 ; 5 ; 1
2460 ; Nicolás Serrano ; ESP ; MF ; Athletic Club ; La Liga ; 19 ; 2003 ; 14 ; 3
2461 ; Zidan Sertdemir ; DEN ; MFFW ; Leverkusen ; Bundesliga ; 17 ; 2005 ; 3 ; 0
2462 ; Ryan Sessegnon ; ENG ; DF ; Tottenham ; Premier League ; 22 ; 2000 ; 15 ; 13
2463 ; Nils Seufert ; GER ; MF ; Greuther Fürth ; Bundesliga ; 25 ; 1997 ; 4 ; 1
2464 ; Salva Sevilla ; ESP ; MF ; Mallorca ; La Liga ; 38 ; 1984 ; 28 ; 17
2465 ; Stephan El Shaarawy ; ITA ; DFFW ; Roma ; Serie A ; 29 ; 1992 ; 27 ; 8
2466 ; Jamie Shackleton ; ENG ; DFMF ; Leeds United ; Premier League ; 22 ; 1999 ; 14 ; 7
2467 ; Xherdan Shaqiri ; SUI ; FWMF ; Lyon ; Ligue 1 ; 30 ; 1991 ; 11 ; 9
2468 ; Luke Shaw ; ENG ; DF ; Manchester Utd ; Premier League ; 26 ; 1995 ; 20 ; 19
2469 ; Jonjo Shelvey ; ENG ; MF ; Newcastle Utd ; Premier League ; 30 ; 1992 ; 24 ; 22
2470 ; Aimar Sher ; SWE ; MF ; Spezia ; Serie A ; 19 ; 2002 ; 1 ; 0
2471 ; Eldor Shomurodov ; UZB ; FWMF ; Roma ; Serie A ; 26 ; 1995 ; 28 ; 5
2472 ; Shola Shoretire ; ENG ; FW ; Manchester Utd ; Premier League ; 18 ; 2004 ; 1 ; 0
2473 ; Mahame Siby ; MLI ; MFDF ; Strasbourg ; Ligue 1 ; 25 ; 1996 ; 2 ; 0
2474 ; Aboubakar Sidibé ; FRA ; FW ; Clermont Foot ; Ligue 1 ; 26 ; 1996 ; 1 ; 0
2475 ; Alassane Sidibe ; CIV ; FW ; Atalanta ; Serie A ; 19 ; 2002 ; 1 ; 0
2476 ; Djibril Sidibé ; FRA ; DF ; Monaco ; Ligue 1 ; 29 ; 1992 ; 17 ; 12
2477 ; Kaj Sierhuis ; NED ; FW ; Reims ; Ligue 1 ; 24 ; 1998 ; 2 ; 1
2478 ; Francisco Sierralta ; CHI ; DF ; Watford ; Premier League ; 25 ; 1997 ; 5 ; 5
2479 ; Arnór Sigur?sson ; ISL ; MFFW ; Venezia ; Serie A ; 23 ; 1999 ; 9 ; 0
2480 ; Kiliann Sildillia ; FRA ; DF ; Freiburg ; Bundesliga ; 20 ; 2002 ; 7 ; 1
2481 ; Adrien Silva ; POR ; MF ; Sampdoria ; Serie A ; 33 ; 1989 ; 17 ; 12
2482 ; André Silva ; POR ; FW ; RB Leipzig ; Bundesliga ; 26 ; 1995 ; 33 ; 24
2483 ; Bernardo Silva ; POR ; MFFW ; Manchester City ; Premier League ; 27 ; 1994 ; 35 ; 33
2484 ; Caio Henrique Oliveira Silva ; BRA ; DF ; Monaco ; Ligue 1 ; 24 ; 1997 ; 34 ; 31
2485 ; David Silva ; ESP ; MF ; Real Sociedad ; La Liga ; 36 ; 1986 ; 25 ; 22
2486 ; Fábio Silva ; POR ; FW ; Wolves ; Premier League ; 19 ; 2002 ; 22 ; 6
2487 ; Gabriel Silva ; BRA ; DF ; Saint-Étienne ; Ligue 1 ; 31 ; 1991 ; 13 ; 9
2488 ; Jonathan Silva ; ARG ; DFMF ; Getafe ; La Liga ; 27 ; 1994 ; 9 ; 1
2489 ; Rui Silva ; POR ; GK ; Betis ; La Liga ; 28 ; 1994 ; 22 ; 21
2490 ; Thiago Silva ; BRA ; DF ; Chelsea ; Premier League ; 37 ; 1984 ; 32 ; 28
2491 ; Marco Silvestri ; ITA ; GK ; Udinese ; Serie A ; 31 ; 1991 ; 35 ; 35
2492 ; Mohamed Simakan ; FRA ; DF ; RB Leipzig ; Bundesliga ; 22 ; 2000 ; 28 ; 23
2493 ; Giovanni Simeone ; ARG ; FW ; Hellas Verona ; Serie A ; 26 ; 1995 ; 35 ; 32
2494 ; Giovanni Simeone ; ARG ; FW ; Cagliari ; Serie A ; 26 ; 1995 ; 1 ; 0
2495 ; Giuliano Simeone ; ARG ; DF ; Atlético Madrid ; La Liga ; 19 ; 2002 ; 1 ; 0
2496 ; Ellis Simms ; ENG ; FW ; Everton ; Premier League ; 21 ; 2001 ; 1 ; 1
2497 ; Moses Simon ; NGA ; FWMF ; Nantes ; Ligue 1 ; 26 ; 1995 ; 30 ; 29
2498 ; Unai Simón ; ESP ; GK ; Athletic Club ; La Liga ; 24 ; 1997 ; 34 ; 34
2499 ; Xavi Simons ; NED ; FWMF ; Paris S-G ; Ligue 1 ; 19 ; 2003 ; 6 ; 1
2500 ; Wilfried Singo ; CIV ; DF ; Torino ; Serie A ; 21 ; 2000 ; 35 ; 32
2501 ; Daley Sinkgraven ; NED ; DF ; Leverkusen ; Bundesliga ; 26 ; 1995 ; 12 ; 3
2502 ; Tobias Sippel ; GER ; GK ; M'Gladbach ; Bundesliga ; 34 ; 1988 ; 1 ; 1
2503 ; Hugo Siquet ; BEL ; DF ; Freiburg ; Bundesliga ; 19 ; 2002 ; 1 ; 0
2504 ; Salvatore Sirigu ; ITA ; GK ; Genoa ; Serie A ; 35 ; 1987 ; 37 ; 37
2505 ; Issouf Sissokho ; MLI ; MF ; Bordeaux ; Ligue 1 ; 20 ; 2002 ; 7 ; 6
2506 ; Ibrahima Sissoko ; FRA ; MFDF ; Strasbourg ; Ligue 1 ; 24 ; 1997 ; 35 ; 26
2507 ; Moussa Sissoko ; FRA ; MF ; Watford ; Premier League ; 32 ; 1989 ; 36 ; 36
2508 ; Nelson Sissoko ; FRA ; DF ; Saint-Étienne ; Ligue 1 ; 25 ; 1997 ; 1 ; 1
2509 ; Sambou Sissoko ; FRA ; MFDF ; Reims ; Ligue 1 ; 23 ; 1999 ; 8 ; 0
2510 ; Antonio Sivera ; ESP ; GK ; Alavés ; La Liga ; 25 ; 1996 ; 4 ; 3
2511 ; Ellyes Skhiri ; TUN ; MF ; Köln ; Bundesliga ; 27 ; 1995 ; 22 ; 20
2512 ; Oliver Skipp ; ENG ; MF ; Tottenham ; Premier League ; 21 ; 2000 ; 18 ; 14
2513 ; Leo Skiri Řstigĺrd ; NOR ; DF ; Genoa ; Serie A ; 22 ; 1999 ; 15 ; 13
2514 ; ?ukasz Skorupski ; POL ; GK ; Bologna ; Serie A ; 31 ; 1991 ; 36 ; 36
2515 ; Andreas Skov Olsen ; DEN ; DFFW ; Bologna ; Serie A ; 22 ; 1999 ; 18 ; 6
2516 ; Robert Skov ; DEN ; DFFW ; Hoffenheim ; Bundesliga ; 26 ; 1996 ; 12 ; 3
2517 ; Milan Škriniar ; SVK ; DF ; Inter ; Serie A ; 27 ; 1995 ; 35 ; 35
2518 ; Islam Slimani ; ALG ; FW ; Lyon ; Ligue 1 ; 33 ; 1988 ; 12 ; 6
2519 ; William Smallbone ; IRL ; MFFW ; Southampton ; Premier League ; 22 ; 2000 ; 4 ; 2
2520 ; Chris Smalling ; ENG ; DF ; Roma ; Serie A ; 32 ; 1989 ; 27 ; 23
2521 ; Emile Smith Rowe ; ENG ; MFFW ; Arsenal ; Premier League ; 21 ; 2000 ; 33 ; 21
2522 ; Cédric Soares ; POR ; DF ; Arsenal ; Premier League ; 30 ; 1991 ; 21 ; 16
2523 ; Danilo Soares ; BRA ; DF ; Bochum ; Bundesliga ; 30 ; 1991 ; 30 ; 30
2524 ; Rubén Sobrino ; ESP ; FWMF ; Cádiz ; La Liga ; 29 ; 1992 ; 33 ; 19
2525 ; Rubén Sobrino ; ESP ; MF ; Valencia ; La Liga ; 29 ; 1992 ; 1 ; 0
2526 ; Alex Sola ; ESP ; DFFW ; Real Sociedad ; La Liga ; 22 ; 1999 ; 2 ; 0
2527 ; Augusto Solari ; ARG ; MFDF ; Celta Vigo ; La Liga ; 30 ; 1992 ; 26 ; 4
2528 ; Roberto Soldado ; ESP ; FW ; Levante ; La Liga ; 37 ; 1985 ; 18 ; 7
2529 ; Carlos Soler ; ESP ; MF ; Valencia ; La Liga ; 25 ; 1997 ; 32 ; 28
2530 ; Yann Sommer ; SUI ; GK ; M'Gladbach ; Bundesliga ; 33 ; 1988 ; 33 ; 33
2531 ; Son ; ESP ; DF ; Levante ; La Liga ; 28 ; 1994 ; 26 ; 22
2532 ; Brandon Soppy ; FRA ; DFMF ; Udinese ; Serie A ; 20 ; 2002 ; 28 ; 7
2533 ; David Soria ; ESP ; GK ; Getafe ; La Liga ; 29 ; 1993 ; 38 ; 38
2534 ; Roberto Soriano ; ITA ; MFFW ; Bologna ; Serie A ; 31 ; 1991 ; 35 ; 32
2535 ; Alberto Soro ; ESP ; MFFW ; Granada ; La Liga ; 23 ; 1999 ; 16 ; 7
2536 ; Borna Sosa ; CRO ; DF ; Stuttgart ; Bundesliga ; 24 ; 1998 ; 28 ; 28
2537 ; Hugo Sotelo ; ESP ; MF ; Celta Vigo ; La Liga ; 18 ; 2003 ; 1 ; 0
2538 ; Florian Sotoca ; FRA ; FWMF ; Lens ; Ligue 1 ; 31 ; 1990 ; 35 ; 28
2539 ; Riccardo Sottil ; ITA ; FW ; Fiorentina ; Serie A ; 22 ; 1999 ; 24 ; 14
2540 ; Tomáš Sou?ek ; CZE ; MF ; West Ham ; Premier League ; 27 ; 1995 ; 35 ; 34
2541 ; Matěas Soulé ; ARG ; FW ; Juventus ; Serie A ; 19 ; 2003 ; 2 ; 0
2542 ; Sambou Soumano ; SEN ; FW ; Lorient ; Ligue 1 ; 21 ; 2001 ; 21 ; 4
2543 ; Adama Soumaoro ; FRA ; DF ; Bologna ; Serie A ; 29 ; 1992 ; 28 ; 26
2544 ; Boubakary Soumaré ; FRA ; MF ; Leicester City ; Premier League ; 23 ; 1999 ; 19 ; 12
2545 ; Arnaud Souquet ; FRA ; DF ; Montpellier ; Ligue 1 ; 30 ; 1992 ; 34 ; 27
2546 ; Djibril Sow ; SUI ; MF ; Eint Frankfurt ; Bundesliga ; 25 ; 1997 ; 31 ; 28
2547 ; Saidou Sow ; GUI ; DF ; Saint-Étienne ; Ligue 1 ; 19 ; 2002 ; 13 ; 11
2548 ; Çađlar Söyüncü ; TUR ; DF ; Leicester City ; Premier League ; 26 ; 1996 ; 28 ; 28
2549 ; Leonardo Spinazzola ; ITA ; DF ; Roma ; Serie A ; 29 ; 1993 ; 3 ; 2
2550 ; Marco Sportiello ; ITA ; GK ; Atalanta ; Serie A ; 30 ; 1992 ; 5 ; 5
2551 ; Tony Springett ; ENG ; FWMF ; Norwich City ; Premier League ; 19 ; 2002 ; 3 ; 1
2552 ; Jerry St. Juste ; NED ; DF ; Mainz 05 ; Bundesliga ; 25 ; 1996 ; 8 ; 7
2553 ; Anton Stach ; GER ; MF ; Mainz 05 ; Bundesliga ; 23 ; 1998 ; 29 ; 20
2554 ; Kostas Stafylidis ; GRE ; DFMF ; Bochum ; Bundesliga ; 28 ; 1993 ; 24 ; 15
2555 ; Luca Stanga ; ITA ; DF ; Milan ; Serie A ; 20 ; 2002 ; 1 ; 0
2556 ; Josip Staniši? ; CRO ; DF ; Bayern Munich ; Bundesliga ; 22 ; 2000 ; 13 ; 6
2557 ; Niklas Stark ; GER ; DFMF ; Hertha BSC ; Bundesliga ; 27 ; 1995 ; 26 ; 22
2558 ; Jason Steele ; ENG ; GK ; Brighton ; Premier League ; 31 ; 1990 ; 1 ; 1
2559 ; Jed Steer ; ENG ; GK ; Aston Villa ; Premier League ; 29 ; 1992 ; 1 ; 1
2560 ; Renato Steffen ; SUI ; FWMF ; Wolfsburg ; Bundesliga ; 30 ; 1991 ; 20 ; 13
2561 ; Zack Steffen ; USA ; GK ; Manchester City ; Premier League ; 27 ; 1995 ; 1 ; 1
2562 ; Calvin Stengs ; NED ; MF ; Nice ; Ligue 1 ; 23 ; 1998 ; 24 ; 11
2563 ; Pascal Stenzel ; GER ; DF ; Stuttgart ; Bundesliga ; 26 ; 1996 ; 16 ; 9
2564 ; Dale Stephens ; ENG ; MF ; Burnley ; Premier League ; 32 ; 1989 ; 3 ; 1
2565 ; Jack Stephens ; ENG ; DF ; Southampton ; Premier League ; 28 ; 1994 ; 11 ; 9
2566 ; Raheem Sterling ; ENG ; FW ; Manchester City ; Premier League ; 27 ; 1994 ; 30 ; 23
2567 ; Finley Stevens ; WAL ; DF ; Brentford ; Premier League ; 19 ; 2003 ; 1 ; 0
2568 ; Angelo Stiller ; GER ; MF ; Hoffenheim ; Bundesliga ; 21 ; 2001 ; 26 ; 18
2569 ; Lars Stindl ; GER ; MFFW ; M'Gladbach ; Bundesliga ; 33 ; 1988 ; 26 ; 20
2570 ; Riccardo Stivanello ; ITA ; DF ; Bologna ; Serie A ; 18 ; 2004 ; 1 ; 0
2571 ; Kevin Stöger ; AUT ; MFFW ; Mainz 05 ; Bundesliga ; 28 ; 1993 ; 23 ; 1
2572 ; Petar Stojanovi? ; SVN ; DF ; Empoli ; Serie A ; 26 ; 1995 ; 33 ; 32
2573 ; John Stones ; ENG ; DF ; Manchester City ; Premier League ; 28 ; 1994 ; 14 ; 12
2574 ; Thomas Strakosha ; ALB ; GK ; Lazio ; Serie A ; 27 ; 1995 ; 23 ; 23
2575 ; Stefan Strandberg ; NOR ; DF ; Salernitana ; Serie A ; 31 ; 1990 ; 11 ; 11
2576 ; Dávid Strelec ; SVK ; FWMF ; Spezia ; Serie A ; 21 ; 2001 ; 10 ; 7
2577 ; Tobias Strobl ; GER ; MFDF ; Augsburg ; Bundesliga ; 32 ; 1990 ; 5 ; 4
2578 ; Kevin Strootman ; NED ; MF ; Cagliari ; Serie A ; 32 ; 1990 ; 10 ; 7
2579 ; Pascal Struijk ; NED ; DF ; Leeds United ; Premier League ; 22 ; 1999 ; 29 ; 22
2580 ; Jens Stryger Larsen ; DEN ; DF ; Udinese ; Serie A ; 31 ; 1991 ; 11 ; 8
2581 ; Leo Štulac ; SVN ; MF ; Empoli ; Serie A ; 27 ; 1994 ; 23 ; 8
2582 ; Stefano Sturaro ; ITA ; MF ; Genoa ; Serie A ; 29 ; 1993 ; 25 ; 24
2583 ; Damián Suárez ; URU ; DF ; Getafe ; La Liga ; 34 ; 1988 ; 35 ; 31
2584 ; Denis Suárez ; ESP ; MF ; Celta Vigo ; La Liga ; 28 ; 1994 ; 38 ; 33
2585 ; Luis Suárez ; URU ; FW ; Atlético Madrid ; La Liga ; 35 ; 1987 ; 35 ; 20
2586 ; Mario Suárez ; ESP ; DF ; Rayo Vallecano ; La Liga ; 35 ; 1987 ; 14 ; 8
2587 ; Isaac Success ; NGA ; FW ; Udinese ; Serie A ; 26 ; 1996 ; 22 ; 11
2588 ; Niklas Süle ; GER ; DF ; Bayern Munich ; Bundesliga ; 26 ; 1995 ; 28 ; 19
2589 ; Kamaldeen Sulemana ; GHA ; MFFW ; Rennes ; Ligue 1 ; 20 ; 2002 ; 20 ; 11
2590 ; Crysencio Summerville ; NED ; MFFW ; Leeds United ; Premier League ; 20 ; 2001 ; 6 ; 0
2591 ; Vladyslav Supriaha ; UKR ; FW ; Sampdoria ; Serie A ; 22 ; 2000 ; 1 ; 0
2592 ; Suso ; ESP ; FW ; Sevilla ; La Liga ; 28 ; 1993 ; 8 ; 6
2593 ; Bosko Sutalo ; CRO ; DF ; Hellas Verona ; Serie A ; 22 ; 2000 ; 24 ; 6
2594 ; Mattias Svanberg ; SWE ; MF ; Bologna ; Serie A ; 23 ; 1999 ; 36 ; 31
2595 ; Michael Svoboda ; AUT ; DF ; Venezia ; Serie A ; 23 ; 1998 ; 18 ; 13
2596 ; Abdoulaye Sylla ; GUI ; DF ; Nantes ; Ligue 1 ; 22 ; 2000 ; 2 ; 2
2597 ; Mamadou Sylla ; SEN ; FW ; Alavés ; La Liga ; 28 ; 1994 ; 13 ; 4
2598 ; Mamadou Sylla ; SEN ; FWMF ; Rayo Vallecano ; La Liga ; 28 ; 1994 ; 12 ; 1
2599 ; Ádám Szalai ; HUN ; FW ; Mainz 05 ; Bundesliga ; 34 ; 1987 ; 12 ; 2
2600 ; Wojciech Szcz?sny ; POL ; GK ; Juventus ; Serie A ; 32 ; 1990 ; 33 ; 33
2601 ; Dominik Szoboszlai ; HUN ; MFFW ; RB Leipzig ; Bundesliga ; 21 ; 2000 ; 31 ; 15
2602 ; Jakob Sřrensen ; DEN ; MFDF ; Norwich City ; Premier League ; 24 ; 1998 ; 10 ; 6
2603 ; Alexander Sřrloth ; NOR ; FW ; Real Sociedad ; La Liga ; 26 ; 1995 ; 33 ; 20
2604 ; Tachi ; ESP ; DF ; Alavés ; La Liga ; 24 ; 1997 ; 5 ; 2
2605 ; Jonathan Tah ; GER ; DF ; Leverkusen ; Bundesliga ; 26 ; 1996 ; 33 ; 33
2606 ; Waniss Taibi ; FRA ; MFDF ; Angers ; Ligue 1 ; 20 ; 2002 ; 7 ; 1
2607 ; Flavien Tait ; FRA ; MF ; Rennes ; Ligue 1 ; 29 ; 1993 ; 28 ; 24
2608 ; Adrien Tameze ; CMR ; MFDF ; Hellas Verona ; Serie A ; 28 ; 1994 ; 38 ; 26
2609 ; Japhet Tanganga ; ENG ; DF ; Tottenham ; Premier League ; 23 ; 1999 ; 11 ; 10
2610 ; Renato Tapia ; PER ; MF ; Celta Vigo ; La Liga ; 26 ; 1995 ; 29 ; 13
2611 ; Edmond Tapsoba ; BFA ; DF ; Leverkusen ; Bundesliga ; 23 ; 1999 ; 22 ; 19
2612 ; Florian Tardieu ; FRA ; MF ; Troyes ; Ligue 1 ; 30 ; 1992 ; 30 ; 29
2613 ; Matt Targett ; ENG ; DF ; Aston Villa ; Premier League ; 26 ; 1995 ; 17 ; 17
2614 ; Matt Targett ; ENG ; DF ; Newcastle Utd ; Premier League ; 26 ; 1995 ; 16 ; 16
2615 ; Oussama Targhalline ; MAR ; FW ; Marseille ; Ligue 1 ; 20 ; 2002 ; 2 ; 0
2616 ; James Tarkowski ; ENG ; DF ; Burnley ; Premier League ; 29 ; 1992 ; 35 ; 35
2617 ; Ciprian T?t?ru?anu ; ROU ; GK ; Milan ; Serie A ; 36 ; 1986 ; 6 ; 6
2618 ; Niklas Tauer ; GER ; DFMF ; Mainz 05 ; Bundesliga ; 21 ; 2001 ; 11 ; 6
2619 ; Nuno Tavares ; POR ; DF ; Arsenal ; Premier League ; 22 ; 2000 ; 22 ; 13
2620 ; Charlie Taylor ; ENG ; DF ; Burnley ; Premier League ; 28 ; 1993 ; 31 ; 30
2621 ; Loum Tchaouna ; FRA ; FWMF ; Rennes ; Ligue 1 ; 18 ; 2003 ; 10 ; 0
2622 ; Warren Tchimbembé ; CGO ; MF ; Metz ; Ligue 1 ; 24 ; 1998 ; 9 ; 1
2623 ; Aurélien Tchouaméni ; FRA ; MF ; Monaco ; Ligue 1 ; 22 ; 2000 ; 35 ; 33
2624 ; Mathys Tel ; FRA ; FWMF ; Rennes ; Ligue 1 ; 17 ; 2005 ; 7 ; 0
2625 ; Jordan Tell ; FRA ; FW ; Clermont Foot ; Ligue 1 ; 24 ; 1997 ; 15 ; 1
2626 ; Nathan Tella ; ENG ; MFFW ; Southampton ; Premier League ; 22 ; 1999 ; 14 ; 10
2627 ; Alex Telles ; BRA ; DF ; Manchester Utd ; Premier League ; 29 ; 1992 ; 21 ; 18
2628 ; Cristian Tello ; ESP ; FWMF ; Betis ; La Liga ; 30 ; 1991 ; 23 ; 5
2629 ; Nahuel Tenaglia ; ARG ; DF ; Alavés ; La Liga ; 26 ; 1996 ; 14 ; 12
2630 ; Marc Tenas ; ESP ; FWMF ; Alavés ; La Liga ; 20 ; 2001 ; 3 ; 0
2631 ; Marc-André ter Stegen ; GER ; GK ; Barcelona ; La Liga ; 30 ; 1992 ; 35 ; 35
2632 ; Filippo Terracciano ; ITA ; DF ; Hellas Verona ; Serie A ; 19 ; 2003 ; 1 ; 0
2633 ; Pietro Terracciano ; ITA ; GK ; Fiorentina ; Serie A ; 32 ; 1990 ; 32 ; 31
2634 ; Martin Terrier ; FRA ; FWMF ; Rennes ; Ligue 1 ; 25 ; 1997 ; 37 ; 37
2635 ; Aleksa Terzi? ; SRB ; DF ; Fiorentina ; Serie A ; 22 ; 1999 ; 14 ; 1
2636 ; Robert Tesche ; GER ; MF ; Bochum ; Bundesliga ; 35 ; 1987 ; 11 ; 5
2637 ; Tanner Tessmann ; USA ; MF ; Venezia ; Serie A ; 20 ; 2001 ; 20 ; 6
2638 ; Tetę ; BRA ; FWMF ; Lyon ; Ligue 1 ; 22 ; 2000 ; 9 ; 7
2639 ; Cedric Teuchert ; GER ; MFFW ; Union Berlin ; Bundesliga ; 25 ; 1997 ; 6 ; 0
2640 ; Arthur Theate ; BEL ; DF ; Bologna ; Serie A ; 22 ; 2000 ; 31 ; 28
2641 ; Jan Thielmann ; GER ; MFFW ; Köln ; Bundesliga ; 20 ; 2002 ; 29 ; 10
2642 ; Sada Thioub ; SEN ; DF ; Saint-Étienne ; Ligue 1 ; 26 ; 1995 ; 17 ; 11
2643 ; Sada Thioub ; SEN ; MF ; Angers ; Ligue 1 ; 26 ; 1995 ; 1 ; 0
2644 ; Luke Thomas ; ENG ; DF ; Leicester City ; Premier League ; 20 ; 2001 ; 22 ; 21
2645 ; Romain Thomas ; FRA ; DF ; Angers ; Ligue 1 ; 33 ; 1988 ; 30 ; 29
2646 ; Adrien Thomasson ; FRA ; MF ; Strasbourg ; Ligue 1 ; 28 ; 1993 ; 31 ; 27
2647 ; Erik Thommy ; GER ; DFFW ; Stuttgart ; Bundesliga ; 27 ; 1994 ; 11 ; 1
2648 ; Dominic Thompson ; ENG ; DF ; Brentford ; Premier League ; 21 ; 2000 ; 2 ; 2
2649 ; Morten Thorsby ; NOR ; MF ; Sampdoria ; Serie A ; 26 ; 1996 ; 35 ; 35
2650 ; Thuler ; BRA ; DF ; Montpellier ; Ligue 1 ; 23 ; 1999 ; 16 ; 10
2651 ; Marcus Thuram ; FRA ; FWMF ; M'Gladbach ; Bundesliga ; 24 ; 1997 ; 21 ; 9
2652 ; Khéphren Thuram-Ulie ; FRA ; MF ; Nice ; Ligue 1 ; 21 ; 2001 ; 36 ; 20
2653 ; Alexis Tibidi ; FRA ; FWMF ; Stuttgart ; Bundesliga ; 18 ; 2003 ; 13 ; 2
2654 ; Cheikh Tidiane Sabaly ; SEN ; FWMF ; Metz ; Ligue 1 ; 23 ; 1999 ; 6 ; 2
2655 ; Youri Tielemans ; BEL ; MF ; Leicester City ; Premier League ; 25 ; 1997 ; 32 ; 29
2656 ; Kieran Tierney ; SCO ; DF ; Arsenal ; Premier League ; 24 ; 1997 ; 22 ; 22
2657 ; Steffen Tigges ; GER ; FWMF ; Dortmund ; Bundesliga ; 23 ; 1998 ; 9 ; 0
2658 ; Malik Tillman ; GER ; FWMF ; Bayern Munich ; Bundesliga ; 20 ; 2002 ; 4 ; 1
2659 ; Timothy Tillman ; GER ; MF ; Greuther Fürth ; Bundesliga ; 23 ; 1999 ; 29 ; 23
2660 ; David Timor ; ESP ; MF ; Getafe ; La Liga ; 32 ; 1989 ; 7 ; 3
2661 ; Jean-Clair Todibo ; FRA ; DF ; Nice ; Ligue 1 ; 22 ; 1999 ; 36 ; 35
